paper_id	doi	arxiv_id	year	title	venue	domain	user_group	task	model	data_modality	explanation_techniques	interaction_design	evaluation_design	n_participants	participant_type	metrics_trust	metrics_reliance	metrics_understanding	metrics_performance
doi:10.1613/jair.1.16665	10.1613/jair.1.16665		2025	Detecting AI-Generated Text: Factors Influencing Detectability with Current Methods	Journal of Artificial Intelligence Research	NLP security / provenance	researchers/practitioners	survey of AI-generated text detection methods	AIGT detectors (watermarking/statistical/classifiers)	text	detection rationales via statistical cues/features (varies); not XAI for LLM outputs		survey; categorization + recommendations						
doi:10.1371/journal.pdig.0000685	10.1371/journal.pdig.0000685		2024	Evaluating Large Language Models in extracting cognitive exam dates and scores	PLOS Digital Health	clinical NLP (EHR information extraction)	clinicians/researchers	extract cognitive exam dates/scores from clinical notes	ChatGPT (GPT-4); LLaMA-2	clinical notes (EHR text)	error analysis; hallucination categorization (not explanations)		retrospective validation with expert review; IRR + metrics						precision/recall/accuracy; sensitivity; true-negative rates; Fleiss kappa
doi:10.1609/aaai.v38i17.29839	10.1609/aaai.v38i17.29839		2024	STAR: Boosting Low-Resource Information Extraction by Structure-to-Text Data Generation with Large Language Models	AAAI	NLP / information extraction	IE researchers/practitioners	low-resource event/relation extraction via synthetic data generation	LLM-assisted data generation + supervised IE models	text	self-reflection error identification; structured target generation (not user-facing explanations)		benchmark experiments on low-resource event extraction and relation extraction; human assessment of generated data quality						
doi:10.1613/jair.1.15407	10.1613/jair.1.15407		2024	Computational Argumentation-based Chatbots: A Survey	Journal of Artificial Intelligence Research	dialogue systems / computational argumentation	chatbot researchers	survey of argumentation-based chatbots	argumentation frameworks + (mentions potential integration with LLMs)	text dialogue	argument-based rationales; transparent reasoning via argumentation semantics		survey; taxonomy/classification of systems						
doi:10.1007/s10462-024-11078-6	10.1007/s10462-024-11078-6		2025	Digital forgetting in large language models: a survey of unlearning methods	Artificial Intelligence Review	trustworthy AI / privacy / unlearning	developers/regulators	survey of machine unlearning (“digital forgetting”) for LLMs	LLMs; unlearning methods	training data + model parameters			survey; taxonomy + comparative review						
doi:10.1609/aaai.v38i20.30280	10.1609/aaai.v38i20.30280		2024	Making Natural Language Reasoning Explainable and Faithful	AAAI	reasoning QA / explainable NLP	NLP/QA researchers	make multi-hop reasoning explainable and faithful via structured info	LLM + information extraction + semantic graphs (prompting); multi-module checking for inductive reasoning	text; extracted semantic graphs	structured semantic graphs; step-wise grounded reasoning; iterative feedback/checking modules		reported as talk/overview referencing prior work (e.g., EMNLP Findings 2023) and demonstrating improved faithfulness/accuracy when conditioning on extracted graphs						
doi:10.1609/icwsm.v18i1.31437	10.1609/icwsm.v18i1.31437		2024	AiGen-FoodReview: A Multimodal Dataset of Machine-Generated Restaurant Reviews and Images on Social Media	ICWSM	social media / multimodal misinformation	platform researchers	dataset + detection of machine-generated restaurant reviews/images	GPT-4-Turbo; DALL-E-2; detectors (e.g., FLAVA)	multimodal (text+images)	interpretable feature scoring from readability/photographic theories (for detection)		classification experiments; dataset construction; compare unimodal vs multimodal detectors						
doi:10.1609/aaai.v38i17.29881	10.1609/aaai.v38i17.29881		2024	Improving the Robustness of Knowledge-Grounded Dialogue via Contrastive Learning	AAAI	dialogue systems / robustness	KGD researchers	robust knowledge-grounded dialogue under noisy context/KG	entity-based contrastive learning (EnCo) for KGD	text dialogue + knowledge graphs	knowledge grounding (KG); not focused on explanation		experiments on three KGD benchmarks; robustness test set + few-shot and human evaluation						
doi:10.32473/flairs.38.1.138892	10.32473/flairs.38.1.138892		2025	Exploring the Potential for Large Language Models to Demonstrate Rational Probabilistic Beliefs	FLAIRS	uncertainty / probabilistic reasoning	AI safety/decision system researchers	evaluate whether LLMs produce rational probabilistic beliefs	LLMs + uncertainty quantification prompting techniques; GPT-4o used for dataset generation	text claims + probability outputs	probability/uncertainty estimates as model self-reported reasoning		benchmark across models and prompting/UQ methods; checks violations of probabilistic axioms						
doi:10.1038/s41598-025-85715-7	10.1038/s41598-025-85715-7		2025	A scientific-article key-insight extraction system based on multi-actor of fine-tuned open-source large language models	Scientific Reports	scientific document understanding	researchers	key-insight extraction from scientific articles	fine-tuned open-source LLMs + multi-actor ensemble	scientific article text			manual benchmark evaluation + fine-tuning; ensemble comparison						
doi:10.47941/ijf.1646	10.47941/ijf.1646		2024	Integrating Algorithmic Decision Making into Small Business Credit Initiatives: a path to Enhanced Efficiency and Inclusive Economic Growth	International Journal of Finance	finance / credit risk (policy proposal)	policymakers/fintech practitioners	conceptual framework for algorithmic decision making in SBCI credit evaluation	ML + LLMs (document review) (conceptual)	tabular financial data + documents/text	mentions monitoring/ADM governance (no concrete explainer)		conceptual paper (no clear empirical evaluation)						
doi:10.55041/ijsrem53123	10.55041/ijsrem53123		2025	Explainable GENAI Techniques to Interpret and Visualize LLM Reasoning	International Journal of Scientific Research in Engineering and Management (IJSREM)	XAI / LLM interpretability (framework proposal)	practitioners	framework to interpret/visualize LLM reasoning	GenAI (LLMs) + RAG + semantic attribution mapping (proposed)	text	RAG grounding; attribution mapping; visualization of “reasoning traces”		unclear/limited (appears conceptual; details not rigorous)						
doi:10.3389/fpsyg.2024.1382234	10.3389/fpsyg.2024.1382234		2024	Suggestive answers strategy in human-chatbot interaction: a route to engaged critical decision making	Frontiers in Psychology	HCI / decision-making support	end-users (decision makers)	interaction strategy (“suggestive answers”) to stimulate critical information seeking	LLM-based chatbot (UI strategy; model unspecified)	text dialogue	UI-level prompting strategy; presenting contrasting perspectives (positive/negative)	between-subjects UI comparison: plain vs expositive vs suggestive endings	online user study (between-subjects factorial); behavioral outcomes	300.0	online participants				
doi:10.62019/x6sz1d43	10.62019/x6sz1d43		2025	An Enhanced Textual Review Classification and Sentiment Analysis Approach based on Machine Learning: A Comprehensive Analysis for Text Categorization Approaches	The Asian Bulletin of Big Data Management	sentiment analysis / explainable NLP (survey-ish)	NLP practitioners	overview of sentiment/text classification and XAI methods; includes simple ML experiments	ML classifiers + mentions transformers/LLMs (BERT/GPT)	text	feature attribution (LIME/IG/SHAP) + rationalization (surveyed)		narrative overview + small reported experiments						
doi:10.1007/s11831-022-09836-2	10.1007/s11831-022-09836-2		2023	A Review of Image-Based Simulation Applications in High-Value Manufacturing	Archives of Computational Methods in Engineering	manufacturing simulation	manufacturing engineers	survey of image-based simulation (IBSim) in high-value manufacturing		images/CT scans/geometry + simulation			review article						
doi:10.1609/aaai.v38i17.29859	10.1609/aaai.v38i17.29859		2024	OntoFact: Unveiling Fantastic Fact-Skeleton of LLMs via Ontology-Driven Reinforcement Learning	AAAI	LLM factuality / hallucination analysis	LLM researchers	mine missing/unknown facts and reveal ontology-level patterns of factual errors	LLMs (32 tested; includes ChatGPT)	knowledge graphs + discriminative QA prompts	structured KG probes; ontology-level analysis; hallucination-free detection strategy		benchmarking on 5 KGs/datasets across 32 LLMs; error-rate analysis						
doi:10.1007/s10994-025-06852-8	10.1007/s10994-025-06852-8		2025	Toward practical human-interpretable explanations	Machine Learning	XAI (human-interpretable explanations)	ML practitioners	human-interpretable feature attribution without invertible mapping	Latent SHAP (model-agnostic black-box attribution)	various (CV/NLP/cybersecurity examples)	Latent SHAP (attribution in interpretable space via non-invertible transform)		quantitative faithfulness on controlled datasets + case studies						
doi:10.1007/s11704-024-40231-1	10.1007/s11704-024-40231-1		2024	A survey on large language model based autonomous agents	Frontiers of Computer Science	LLM agents	agent researchers/practitioners	survey of LLM-based autonomous agents (construction/applications/evaluation)	LLM-based agents (memory/planning/tool use)	text + tools/environments	mentions natural-language interfaces as “more flexible and explainable” (high-level)		survey						
doi:10.1007/s11846-023-00696-z	10.1007/s11846-023-00696-z		2023	The GenAI is out of the bottle: generative artificial intelligence from a business model innovation perspective	Review of Managerial Science	business / management	business researchers/practitioners	scoping review of generative AI impacts on business model innovation	GenAI applications (ChatGPT, DALL-E, etc.)	mixed sources (academic + reports/news)			scoping review / qualitative content analysis						
